1 ; -0.39120662601306916
2 ; -0.9849940913750417
3 ; -1.5850103401930176
4 ; -2.186560895120174
5 ; -2.788493620665037
6 ; -3.3905218013736924
7 ; -3.9925738404104134
8 ; -4.594631843689651
9 ; -5.196691337986575
10 ; -5.798751257112309
11 ; -6.400811115101846
12 ; -7.002871157797886
13 ; -7.604931393944002
14 ; -8.206989531652233
15 ; -8.809059595575176
16 ; -9.411102239801512
17 ; -10.013949703913536
18 ; -10.615449468436282
